"Borough","CommunityBoard","CouncilDistrict","DispenserUnitLocation","GISPropNum","InstallationDate","Location","Manufacturer","MountingSurface","OBJECTID","OMPPropID","ParkDistrict","Precinct","PropertyName","RestockedBy","SubPropertyName","ZIPCode","point"
"B",301,34,"Near Entrance","B168","2018-03-03 05:00:00.0000000","At Roebling St/S 4 St entrance","Mitt Mutt","Unpaved Surface",8011,"","B-01",90,"Continental Army Plaza","","",11211,"POINT (-73.96017957358762 40.710742201575265)"
"B",305,42,"Near Entrance","B056","2018-04-18 04:00:00.0000000","Just inside Dumont/Bradford entrance","Mitt Mutt","Unpaved Surface",8418,"","B-05",75,"Martin Luther King Jr. Playground","","",11207,"POINT (-73.8905993630818 40.66703176042674)"
"X",205,14,"Park Interior","X001A","","","Mitt Mutt","Wrought Iron Fence",14003,"X001-ZN02","X-05",46,"Aqueduct Walk","Parks","Aqueduct Walk Zone 2",10453,"POINT (-73.90760372940436 40.85889387895925)"
"B",355,39,"Park Perimeter","B073","2018-04-07 04:00:00.0000000","Parkside, Peristyle Entrance","Mitt Mutt","Unpaved Surface",3214,"B073-ZN07","B-19",78,"Prospect Park","Parks","South West Entrance",11215,"POINT (-73.9675311400253 40.65277821816346)"
"B",314,40,"Park Perimeter","B065","2018-04-03 04:00:00.0000000","","Mitt Mutt","Paved Surface",5616,"B065-ZN03","B-12",70,"Ocean Parkway Malls","Parks","Ocean Parkway Malls Zone 3",11230,"POINT (-73.97112356633755 40.62886842926162)"
"B",310,47,"Park Interior","B066","2018-03-09 05:00:00.0000000","Across from security booth by skate park","Mitt Mutt","Unpaved Surface",6048,"","B-10",68,"Owl's Head Park","","",11220,"POINT (-74.03005891205815 40.64094035798271)"
"Q",407,19,"Near Entrance","Q461","2018-04-25 04:00:00.0000000","behind gate on 11th Ave and 130th St","Mitt Mutt","Unpaved Surface",5203,"Q461-ZN01","Q-07",109,"Powell's Cove Park","Parks","Powell's Cove West",11356,"POINT (-73.8380658672095 40.78790781356218)"
"X",204,16,"Park Perimeter","X028","","","Mitt Mutt","Wrought Iron Fence",7223,"","X-04",44,"Joyce Kilmer Park","Parks","",10451,"POINT (-73.92226068124059 40.82991507029399)"
"B",302,33,"Near Entrance","B221","2018-02-02 05:00:00.0000000","At Steuben St/Williamsburg St W entrance","Mitt Mutt","Unpaved Surface",6068,"","B-02",88,"Steuben Playground","","",11205,"POINT (-73.96360560221997 40.696777912618785)"
"X",202,17,"Park Perimeter","X247","","156 St and Southern Blvd on WIF","Mitt Mutt","Wrought Iron Fence",3262,"","X-02",41,"Fox Park","Parks","",10455,"POINT (-73.89789069925976 40.81489658840744)"
"B",308,36,"Park Interior","B012","2018-01-18 05:00:00.0000000","Across from main lawn, triangle divider","Mitt Mutt","Unpaved Surface",3615,"","B-08",77,"Brower Park","","",11213,"POINT (-73.94343120917533 40.67372845872425)"
"R",595,50,"Park Perimeter","R016","","by parking lot","Mitt Mutt","Paved Surface",20003,"R016-ZN02","R-03",122,"Great Kills Park","Parks","Cedar Grove Beach Zone 2",10306,"POINT (-74.1013660574537 40.560244448598176)"
"R",595,50,"Park Interior","R046","2018-02-28 05:00:00.0000000","outside of bocci courts","Mitt Mutt","Unpaved Surface",3203,"R046-ZN01","R-02B",122,"Franklin D. Roosevelt Boardwalk and Beach","Parks","South Beach Zone 1",10305,"POINT (-74.06339889514504 40.59201587242657)"
"",414,31,"Park Interior","Q162Group","2018-04-23 04:00:00.0000000","near band shell, east of bathrooms,","Mitt Mutt","Unpaved Surface",7614,"","Q-14",101,"Rockaway Beach and Boardwalk","Parks","",11691,"POINT (-73.74978347844923 40.59421580691338)"
"B",301,33,"Near Entrance","B385","2018-02-01 05:00:00.0000000","Kent St entrance, inside park","Mitt Mutt","Unpaved Surface",3219,"","B-01",94,"WNYC Transmitter Park","","",11222,"POINT (-73.96068890723119 40.73014056250519)"
"X",208,11,"Near Entrance","X224","","100 ft from entrance","Mitt Mutt","Chain Link Fence",16808,"","X-08",50,"MacLaughlin Playground","Parks","",10471,"POINT (-73.90516709069571 40.888045094640155)"
"X",204,16,"Near Entrance","X115","","","Mitt Mutt","Wall",13603,"","X-04",44,"Mott Playground","Parks","",10456,"POINT (-73.91501477960203 40.831469646330845)"
"X",211,13,"Park Interior","X003","","Pelham Pkwy Service Road","Mitt Mutt","Unpaved Surface",20808,"","X-11",49,"Pelham Parkway","Parks","",10461,"POINT (-73.85743134858404 40.85698408264304)"
"Q",407,20,"Park Perimeter","Q497","2018-04-02 04:00:00.0000000","WIF near parking lot on Leavit St.","Mitt Mutt","Paved Surface",5610,"","Q-07",109,"Lewis H Latimer House","Parks","",11354,"POINT (-73.82922006603054 40.7661748453573)"
"B",313,47,"Near Entrance","B379","2018-03-17 04:00:00.0000000","Along path at W 37/Sea Gate Av entrance","Mitt Mutt","Unpaved Surface",3630,"","B-13",60,"Coney Island Creek Park","","",11224,"POINT (-74.00485521322202 40.58096036098263)"
"X",212,11,"Park Interior","X002Group","","","Mitt Mutt","Unpaved Surface",21216,"X002-ZN05B","",47,"Bronx River Parks","Parks","Bronx River Parkway East (North Half)",10467,"POINT (-73.86297713703503 40.89183609062399)"
"",414,31,"Near Entrance","Q162Group","2018-04-23 04:00:00.0000000","Beach 32nd St. field beachside","Mitt Mutt","Paved Surface",11611,"","Q-14",101,"Rockaway Beach and Boardwalk","Parks","",11691,"POINT (-73.76368393205647 40.59218404537245)"
"Q",414,31,"Near Entrance","Q463","2018-03-19 04:00:00.0000000","staircase on Caffrey Ave.","Mitt Mutt","Unpaved Surface",11207,"","Q-14",101,"Cornell Burial Ground","Parks","",11691,"POINT (-73.74937222153355 40.59989861161939)"
"X",207,11,"Park Perimeter","X033","","E. Mosh Parkwy, 20' from Bainbridge","Mitt Mutt","Unpaved Surface",16409,"X033-ZN03","X-07",52,"Mosholu Parkway","Parks","Mosholu Parkway Zone 3",10467,"POINT (-73.88082478566459 40.87304947192193)"
"X",205,14,"Park Perimeter","X129","","","Mitt Mutt","Pipe Rail",14412,"","X-05",46,"Devanney Triangle","Parks","",10453,"POINT (-73.90474178870065 40.852535410194044)"
"Q",481,21,"Near Entrance","Q099","","Near entrance to 111th street parking lo","Mitt Mutt","Paved Surface",18804,"Q099-ZN18","Q-15",110,"Flushing Meadows Corona Park","Parks","QN Wldlf Ctr-Terr On Park-NY Hall Of Sci",11368,"POINT (-73.85058217145223 40.74314853282885)"
"Q",413,27,"Near Entrance","Q133B","2017-12-14 05:00:00.0000000","104th Ave and 225th Street","Mitt Mutt","Unpaved Surface",7607,"","Q-13",105,"Hempstead Bench Spread","Parks","",11429,"POINT (-73.72973098154075 40.71040972147741)"
"B",313,48,"Park Perimeter","B065","2018-03-17 04:00:00.0000000","","Mitt Mutt","Paved Surface",5631,"B065-ZN10","B-12",60,"Ocean Parkway Malls","Parks","Ocean Parkway Malls Zone 10",11224,"POINT (-73.96871898175313 40.5764804533832)"
"Q",404,21,"Near Entrance","Q474","2018-04-22 04:00:00.0000000","Radcliff Ave. right of Corona TP Assoc.","Mitt Mutt","Unpaved Surface",3629,"","Q-04",110,"Simeone Park","Parks","",11368,"POINT (-73.86020793047307 40.74155667847801)"
"X",210,13,"Park Perimeter","X121","","","Mitt Mutt","Chain Link Fence",17210,"","X-10",45,"Bufano Park","Parks","",10461,"POINT (-73.83172867148497 40.83848390904404)"
"X",203,15,"Park Perimeter","X010","","5 ft from street intersection","Mitt Mutt","Wrought Iron Fence",6036,"X010-ZN08","X-03",42,"Crotona Park","Parks","Crotona Zone 8",10456,"POINT (-73.8999713262928 40.83748886408291)"
"B",304,37,"Near Entrance","B049","2018-03-10 05:00:00.0000000","Just inside Weirfield St middle entrance","Mitt Mutt","Unpaved Surface",8411,"","B-04",83,"Irving Square Park","","",11207,"POINT (-73.90939634686491 40.69270311762896)"
"B",355,39,"Park Perimeter","B073","2018-04-10 04:00:00.0000000","","Mitt Mutt","Paved Surface",5638,"B073-ZN10","B-19",78,"Prospect Park","Parks","Willink Hill",11215,"POINT (-73.96299109368658 40.660567134077056)"
"X",204,16,"Near Entrance","X047","","entrance of 153 and Grand Concourse","Mitt Mutt","Unpaved Surface",12803,"X047-ZN01","X-04",44,"Franz Sigel Park","Parks","Franz Sigel Park Zone 1",10451,"POINT (-73.92582956013426 40.82141008828114)"
"R",595,50,"","R046","2018-02-28 05:00:00.0000000","","Mitt Mutt","",3204,"R046-ZN01","R-02B",122,"Franklin D. Roosevelt Boardwalk and Beach","","South Beach Zone 1",10305,"POINT (-74.06339889483677 40.59205660759374)"
"B",312,39,"Park Perimeter","B065","2018-03-12 04:00:00.0000000","","Mitt Mutt","Paved Surface",6041,"B065-ZN01","B-12",66,"Ocean Parkway Malls","Parks","Ocean Parkway Malls Zone 1",11218,"POINT (-73.97387468082862 40.64325549530978)"
"B",303,36,"Near Entrance","B215","2018-02-20 05:00:00.0000000","In hort area right of MacDonough St entr","Mitt Mutt","Unpaved Surface",8008,"","B-03",81,"Decatur Playground","","",11233,"POINT (-73.93651631518848 40.6817672624435)"
"X",208,11,"Park Perimeter","X186","","","Mitt Mutt","Chain Link Fence",17205,"","X-08",50,"Riverdale Playground","Parks","",10463,"POINT (-73.91560978403868 40.88814652732235)"
"B",311,47,"Near Entrance","B007","2018-02-01 05:00:00.0000000","On perimeter lawn adjacent tennis courts","Mitt Mutt","Unpaved Surface",3251,"","B-11",62,"Bensonhurst Park","","",11214,"POINT (-74.0008366851069 40.59567316126602)"
"B",303,36,"Near Entrance","B430","2018-03-09 05:00:00.0000000","10 ft L. of Willoughby Av entrance","Mitt Mutt","Wrought Iron Fence",8015,"","B-03",81,"Lewis Playground","","",11206,"POINT (-73.93791759212422 40.695238381615916)"
"B",355,39,"Park Interior","B073","2018-04-10 04:00:00.0000000","","Mitt Mutt","Unpaved Surface",12406,"B073-ZN19","B-19",78,"Prospect Park","Parks","The Nethermead",11215,"POINT (-73.9683918285312 40.66166714711727)"
"M",111,8,"Park Perimeter","M183","","109 St near Park Ave corner","Mitt Mutt","Unpaved Surface",34804,"","M-11",23,"Peter Minuit Playground","Parks","",10029,"POINT (-73.94695018205043 40.794960042297994)"
"R",501,49,"Park Perimeter","R028","2018-06-22 04:00:00.0000000","Near Canal Street sidewalk","Mitt Mutt","Unpaved Surface",8806,"","R-01",120,"Tappen Park","Parks","",10304,"POINT (-74.07590851819617 40.626788037303854)"
"Q",406,24,"Park Perimeter","Q377","2017-12-11 05:00:00.0000000","Yellowstone midblock outside CLF","Mitt Mutt","Paved Surface",3645,"","Q-06",112,"Playground Sixty Two LXII","Parks","",11375,"POINT (-73.8535912712825 40.73600802991405)"
"B",301,34,"Near Entrance","B223PE","2018-01-22 05:00:00.0000000","Just outside S 1 St entrance","Mitt Mutt","Unpaved Surface",5655,"","B-01",90,"Blue Playground","","",11211,"POINT (-73.95485226330516 40.711101680782306)"
"B",307,39,"Near Dog Run","B255E","2018-04-23 04:00:00.0000000","","Mitt Mutt","Unpaved Surface",6004,"","B-07",72,"Park","Parks","",11215,"POINT (-73.98809648959748 40.66114896521865)"
"Q",414,32,"Near Entrance","Q460","2018-03-23 04:00:00.0000000","Cross Bay Blvd. just right of HBCTs","Mitt Mutt","Unpaved Surface",11610,"","Q-14",100,"Broad Channel Park","Parks","",11693,"POINT (-73.82007701824585 40.601242182155765)"
"X",228,13,"Park Interior","X039","","","Mitt Mutt","Unpaved Surface",20819,"X039-ZN01","X-15",45,"Pelham Bay Park","Parks","Aileen Ryan Rec. Complex",10465,"POINT (-73.8217098088924 40.8501568389458)"
"X",207,15,"Near Entrance","X040","","near Valentine and 194 St. entrance","Mitt Mutt","Wrought Iron Fence",16012,"","X-07",52,"Poe Park","Parks","",10458,"POINT (-73.89408600983995 40.86510257761318)"
"R",501,49,"Park Perimeter","R022","2018-06-21 04:00:00.0000000","","Mitt Mutt","",28404,"R022-ZN02","R-01",120,"Silver Lake Park","","Silver Lake Park Zone 2",10301,"POINT (-74.08916646629966 40.630302965963494)"
"R",501,49,"Park Perimeter","R022","2018-06-21 04:00:00.0000000","Entrance near victory bvld and forest av","Mitt Mutt","Unpaved Surface",5620,"R022-ZN02","R-01",120,"Silver Lake Park","Parks","Silver Lake Park Zone 2",10301,"POINT (-74.0895256518275 40.62991365321722)"
"",305,37,"Park Perimeter","","2018-03-28 04:00:00.0000000","","Mitt Mutt","Unpaved Surface",5603,"","",75,"","Parks","",11207,"POINT (-73.90096731188937 40.67712317990758)"
"Q",407,20,"Near Entrance","Q497","2018-04-02 04:00:00.0000000","left of main gate on 137th St.","Mitt Mutt","Unpaved Surface",6009,"","Q-07",109,"Lewis H Latimer House","Parks","",11354,"POINT (-73.82977528242017 40.766061083090165)"
"Q",402,26,"Near Dog Run","Q141","2018-04-20 04:00:00.0000000","21st Street","Mitt Mutt","Paved Surface",3224,"","Q-02",108,"Murray Playground","Parks","",11101,"POINT (-73.9479829737022 40.746836520426044)"
"X",207,11,"Park Interior","X104","","upper level, near Reservoir Oval","Mitt Mutt","Unpaved Surface",16017,"","X-07",52,"Williamsbridge Oval","Parks","",10467,"POINT (-73.87839965093343 40.878259251797864)"
"B",318,46,"Park Perimeter","B279","2018-03-01 05:00:00.0000000","Adjacent courts on E 101 St","Mitt Mutt","Wrought Iron Fence",3619,"","B-18",69,"Wilson Playground","","",11236,"POINT (-73.89455779887273 40.64276940715603)"
"X",202,17,"Park Perimeter","X260","","Lafayette and Barretto","Mitt Mutt","Chain Link Fence",3266,"","X-02",41,"Julio Carballo Fields","Parks","",10474,"POINT (-73.88973217022175 40.81633883329231)"
"B",306,38,"Near Entrance","B418","2018-01-26 05:00:00.0000000","10 ft in on L side of Coffey St entrance","Mitt Mutt","Unpaved Surface",6061,"","B-06",76,"Valentino Pier","","",11231,"POINT (-74.01765305782541 40.678435891116834)"
"",414,32,"Near Entrance","Q162Group","2018-03-23 04:00:00.0000000","Near ramp to CS","Mitt Mutt","Unpaved Surface",11203,"Q163-ZN07B","Q-14",100,"Rockaway Beach and Boardwalk","Parks","Rockaway Beach 07b",11694,"POINT (-73.82555946256672 40.58076931647523)"
"X",204,16,"Park Perimeter","X219","","","Mitt Mutt","Chain Link Fence",13607,"","X-04",44,"Arcilla Playground","Parks","",10456,"POINT (-73.91363951531073 40.82717029229826)"
"B",301,33,"Near Entrance","B058","2018-01-26 05:00:00.0000000","","Mitt Mutt","Unpaved Surface",5606,"B058-ZN03","B-01",94,"McCarren Park","Parks","McCarren Park Zone 3",11222,"POINT (-73.95178878179199 40.72313590959457)"
"R",503,51,"Near Dog Run","R031","","inside dog run","Mitt Mutt","Chain Link Fence",18007,"R031-ZN03","R-03",123,"Wolfe's Pond Park","Partner Group","Wolfe's Pond Park Zone 3",10312,"POINT (-74.18508986891773 40.519999017609464)"
"B",315,48,"Park Perimeter","BT14","2018-06-26 04:00:00.0000000","Open lawn space at Shore Blvd. and Irwin","Mitt Mutt","Unpaved Surface",2003,"","B-15",61,"Shore Boulevard Mall","Parks","",11235,"POINT (-73.94403618431029 40.581121462170074)"
"B",311,47,"Near Entrance","B164","2018-01-31 05:00:00.0000000","Left of 17 Ct entrance","Mitt Mutt","Paved Surface",3634,"","B-11",62,"Bath Beach Park","","",11214,"POINT (-74.0105604117861 40.60270413048212)"
"",414,31,"Near Entrance","Q162Group","2018-03-19 04:00:00.0000000","Beach 30th Str. path to CS","Mitt Mutt","Unpaved Surface",7226,"","Q-14",101,"Rockaway Beach and Boardwalk","Parks","",11691,"POINT (-73.76253058216687 40.59265962738537)"
"R",503,51,"Near Entrance","R106","","","Mitt Mutt","Paved Surface",17603,"R106-ZN03","R-03",123,"Bloomingdale Park","Parks","Bloomingdale Park Zone 3",10309,"POINT (-74.21095632643487 40.53061234307233)"
"X",206,15,"Park Perimeter","X010A","","","Mitt Mutt","Wrought Iron Fence",7213,"","X-06",48,"Walter Gladwin Park","Parks","",10457,"POINT (-73.89591470667541 40.8440980251518)"
"X",202,17,"Park Perimeter","X247","","on Fox Street entrance on WIF","Mitt Mutt","Wrought Iron Fence",3261,"","X-02",41,"Fox Park","Parks","",10455,"POINT (-73.89892066630921 40.81487425861841)"
"B",312,44,"Park Perimeter","B065","2018-03-12 04:00:00.0000000","","Mitt Mutt","Paved Surface",5635,"B065-ZN05","B-12",66,"Ocean Parkway Malls","Parks","Ocean Parkway Malls Zone 5",11230,"POINT (-73.968832307767 40.61450430355872)"
"X",205,14,"Near Entrance","X158","","","Mitt Mutt","Chain Link Fence",14416,"","X-05",46,"Sedgwick Playground","Parks","",10453,"POINT (-73.9226746744126 40.84535566528213)"
"X",207,11,"Park Interior","X104","","","Mitt Mutt","Unpaved Surface",16803,"","X-07",52,"Williamsbridge Oval","Parks","",10467,"POINT (-73.87637190120316 40.87695319241501)"
"R",595,50,"Park Interior","R046","2018-02-28 05:00:00.0000000","adjacent bocci court","Mitt Mutt","Unpaved Surface",23603,"R046-ZN01","R-02B",122,"Franklin D. Roosevelt Boardwalk and Beach","Parks","South Beach Zone 1",10305,"POINT (-74.06245069354178 40.592834567384415)"
"B",316,37,"Near Entrance","B219","2018-03-05 05:00:00.0000000","L. of entrance at Truxton/Sackman","Mitt Mutt","Unpaved Surface",3625,"","B-16",73,"Callahan-Kelly Playground","","",11233,"POINT (-73.90622390127949 40.67849303534417)"
"B",310,47,"Park Perimeter","B082","2018-03-08 05:00:00.0000000","& Bay Ridge Prkwy Entrance","Mitt Mutt","Paved Surface",3257,"B082-ZN02","B-10",68,"Shore Park and Parkway","Parks","Shore Road Park Zone 2",11209,"POINT (-74.03706189056471 40.633666688258714)"
"B",316,41,"Near Entrance","B339","2018-03-24 04:00:00.0000000","10 ft R. of park sign on Osborn St","Mitt Mutt","Wrought Iron Fence",3233,"","B-16",73,"Newport Playground","","",11212,"POINT (-73.90667946872338 40.660988418199906)"
"X",212,11,"Park Interior","X002Group","","bottom of stairs from entrance on E 224","Mitt Mutt","Unpaved Surface",21219,"X002-ZN05B","",47,"Bronx River Parks","Parks","Bronx River Parkway East (North Half)",10467,"POINT (-73.8650005874202 40.88831482436888)"
"B",304,37,"Near Entrance","B332","2018-03-27 04:00:00.0000000","L. of Decatur St entrance","Mitt Mutt","Wrought Iron Fence",8019,"","B-04",83,"Evergreen Playground","","",11207,"POINT (-73.91055779385351 40.68582304367494)"
"M",103,1,"Park Interior","M017","","in big dog run far fence","Zero Waste USA","Wrought Iron Fence",32805,"","M-03",7,"Corlears Hook Park","","",10002,"POINT (-73.97934210526955 40.71173458682328)"
"B",301,34,"Near Entrance","B310","2018-03-03 05:00:00.0000000","Outside Flushing Av playground entrance","Mitt Mutt","Paved Surface",8407,"","B-01",90,"Bushwick Playground","","",11206,"POINT (-73.93939724828978 40.701455196381744)"
"X",207,15,"Park Perimeter","X040","","WIF, 20'  from Kingsbridge entrance","Mitt Mutt","Wrought Iron Fence",16414,"","X-07",52,"Poe Park","Parks","",10458,"POINT (-73.89503551167924 40.864124869267016)"
"Q",410,28,"Near Entrance","Q092","2018-04-22 04:00:00.0000000","135th Ave and 133rd St.","Mitt Mutt","Unpaved Surface",6021,"","Q-10",106,"Police Officer Edward Byrne Park","Parks","",11420,"POINT (-73.80643081989273 40.66755383966695)"
"X",211,12,"Near Entrance","X087","","","Mitt Mutt","Wrought Iron Fence",20804,"","X-11",49,"Zimmerman Playground","Parks","",10467,"POINT (-73.86901801300412 40.86610540499176)"
"X",206,15,"Park Perimeter","X010A","","","Mitt Mutt","Wrought Iron Fence",7610,"","X-06",48,"Walter Gladwin Park","Parks","",10457,"POINT (-73.89619902042116 40.84633807953041)"
"Q",410,32,"Park Interior","Q094D","2018-02-07 05:00:00.0000000","3rd base outfield of north field","Mitt Mutt","Unpaved Surface",6026,"","Q-10",106,"Gemini Fields","Parks","",11414,"POINT (-73.8555498158619 40.67217495180465)"
"R",501,49,"Near Entrance","R042","2018-06-25 04:00:00.0000000","Near sidewalk","Mitt Mutt","Unpaved Surface",8810,"","R-01",120,"Kaltenmeier Playground","Parks","",10305,"POINT (-74.06821523117466 40.614444016764374)"
"B",303,36,"Near Entrance","B322","2018-02-07 05:00:00.0000000","Right of courts entrance on Hart St","Mitt Mutt","Paved Surface",8004,"","B-03",79,"Pulaski Playground","","",11206,"POINT (-73.94155460769544 40.693919998160645)"
"Q",408,24,"Park Perimeter","Q320","","71st Ave. adj. J swings","Mitt Mutt","Paved Surface",23206,"","Q-08",107,"Vleigh Playground","Parks","",11367,"POINT (-73.81659657518338 40.72952411266473)"
"X",212,11,"Park Interior","X002Group","","","Mitt Mutt","Unpaved Surface",21215,"X002-ZN05A","",47,"Bronx River Parks","Parks","Bronx River Parkway East (South Half)",10467,"POINT (-73.86897187285854 40.87880499988294)"
"X",205,15,"Park Perimeter","X085","","","Mitt Mutt","Chain Link Fence",14411,"","X-05",46,"Slattery Playground","Parks","",10458,"POINT (-73.89891176739373 40.85722902901559)"
"X",207,14,"Near Entrance","X001A","","","Mitt Mutt","Paved Surface",15604,"X001-ZN01","X-05",52,"Aqueduct Walk","Parks","Aqueduct Walk Zone 1",10468,"POINT (-73.9041700852528 40.862620772029594)"
"X",205,14,"Near Entrance","X292","","","Mitt Mutt","Wrought Iron Fence",15206,"","X-05",46,"Mabel Hampton Playground","Parks","",10453,"POINT (-73.90370338098514 40.854806522726754)"
"X",206,15,"Park Perimeter","X289","","","Mitt Mutt","Chain Link Fence",7606,"","X-06",48,"Mapes Park","Parks","",10460,"POINT (-73.88549969195229 40.847559205765776)"
"B",318,46,"Park Perimeter","B324","2018-02-28 05:00:00.0000000","","Mitt Mutt","Paved Surface",5652,"","B-18",63,"Jacob Joffe Fields","Parks","",11234,"POINT (-73.91976488300374 40.62614502751179)"
"M",103,1,"Park Interior","M017","","On fence by big  dog run entrance","Mitt Mutt","Chain Link Fence",33203,"","M-03",7,"Corlears Hook Park","Parks","",10002,"POINT (-73.9793486719562 40.71184962824717)"
"B",316,41,"Near Entrance","B387","2018-03-12 04:00:00.0000000","10 ft R. of park sign on Dean St","Mitt Mutt","Chain Link Fence",3228,"","B-16",73,"Hilltop Playground","","",11233,"POINT (-73.91462962242512 40.67505203983688)"
"B",305,42,"Near Entrance","B078","2018-01-31 05:00:00.0000000","Along Vermont St entrance before b pole","Mitt Mutt","Unpaved Surface",6065,"","B-05",75,"Grace Playground","","",11207,"POINT (-73.89401552028386 40.67194232382017)"
"Q",407,20,"Park Interior","Q300Group","2017-12-13 05:00:00.0000000","southwest part of lake area","Mitt Mutt","Unpaved Surface",4004,"Q024-ZN01","Q-07",109,"Kissena Corridor Park","Parks","Kissena Park Zone 1",11365,"POINT (-73.80613791955177 40.74734380913179)"
"X",203,15,"Park Perimeter","X010","","5 ft from street intersection","Mitt Mutt","Wrought Iron Fence",5630,"X010-ZN08","X-03",42,"Crotona Park","Parks","Crotona Zone 8",10456,"POINT (-73.90051849729329 40.83651074769295)"
"X",209,18,"Park Perimeter","X151","","","Mitt Mutt","Chain Link Fence",17213,"","X-09",43,"P.O. Serrano Playground","Parks","",10473,"POINT (-73.85185508574286 40.822987241766754)"
"",414,32,"Near Entrance","Q162Group","2018-03-26 04:00:00.0000000","B. 95th St. shorefront","Mitt Mutt","Unpaved Surface",7230,"Q163-ZN06B","Q-14",100,"Rockaway Beach and Boardwalk","Parks","Rockaway Beach 06b",11693,"POINT (-73.81610512736036 40.583496779114995)"
"R",501,49,"Near Entrance","R123","2018-06-27 04:00:00.0000000","Prospect ave&clyde pl","Mitt Mutt","Unpaved Surface",5623,"","R-01",120,"Skyline Playground","Parks","",10301,"POINT (-74.09001674951419 40.639681160793195)"
"B",316,37,"Near Entrance","B156","2018-03-19 04:00:00.0000000","10 ft R. of park signs at S Powell ent.","Mitt Mutt","Chain Link Fence",3237,"","B-16",73,"Powell Playground","","",11212,"POINT (-73.90442382006636 40.67113358924989)"
"Q",413,27,"Near Entrance","Q339","2017-11-30 05:00:00.0000000","Francis Lewis near HBCT and PE","Mitt Mutt","Paved Surface",7209,"","Q-13",105,"Cambria Playground","Parks","",11411,"POINT (-73.74210074871027 40.688891157479105)"
"B",307,39,"Park Perimeter","B130","2018-02-01 05:00:00.0000000","Perimeter outside HBCT","Mitt Mutt","Paved Surface",3606,"","B-07",72,"Greenwood Playground","Parks","",11218,"POINT (-73.97623080243123 40.65048832480009)"
"R",502,50,"","R038A","2018-02-27 05:00:00.0000000","Boundary Ave","Mitt Mutt","",30003,"","R-02B",122,"Midland Field","","",10306,"POINT (-74.09749342488217 40.576256431951315)"
"",414,32,"Near Entrance","Q162Group","2018-03-23 04:00:00.0000000","B. 109th St. by ramp and rink","Mitt Mutt","Unpaved Surface",7232,"Q163-ZN07B","Q-14",100,"Rockaway Beach and Boardwalk","Parks","Rockaway Beach 07b",11694,"POINT (-73.82997750742365 40.579752620019775)"
"",302,35,"","","","","Mitt Mutt","Pipe Rail",2803,"","",88,"","","",11205,"POINT (-73.96161396915466 40.6925696484262)"
"X",207,11,"Park Perimeter","X033","","E Mosh Pkwy, 20-30' from V.C Ave","Mitt Mutt","Unpaved Surface",16410,"X033-ZN02","X-07",52,"Mosholu Parkway","Parks","Mosholu Parkway Zone 2",10467,"POINT (-73.88177965142386 40.876696043120354)"
"B",301,34,"Park Perimeter","B223OC","2018-02-09 05:00:00.0000000","Entrance at Rodney & Division","Mitt Mutt","Paved Surface",3213,"","B-01",90,"Rodney Park South","Parks","",11211,"POINT (-73.95726755259 40.70723738023525)"
"M",103,1,"Park Perimeter","M105","","Near Hester & Chrystie entrance","Mitt Mutt","Wrought Iron Fence",33603,"","M-03",5,"Sara D. Roosevelt Park","Parks","",10002,"POINT (-73.99424853113818 40.717033608522826)"
"X",211,13,"Park Interior","X003","","","Mitt Mutt","Unpaved Surface",21210,"X003-ZN02","X-11",49,"Pelham Parkway","Parks","Pelham Parkway Zone 2",10469,"POINT (-73.84461039301311 40.85837168107385)"
"X",207,11,"Park Perimeter","X033","","","Mitt Mutt","Unpaved Surface",16004,"X033-ZN04","X-07",52,"Mosholu Parkway","Parks","Mosholu Parkway Zone 4",10467,"POINT (-73.87988333160119 40.869733310943104)"
"B",310,47,"Near Entrance","B066","2018-03-09 05:00:00.0000000","Next to b pole at entrance parth fork","Mitt Mutt","Unpaved Surface",6049,"","B-10",68,"Owl's Head Park","","",11220,"POINT (-74.03538577735043 40.639827052973835)"
"",414,32,"Park Perimeter","Q162Group","2018-03-26 04:00:00.0000000","B. 87th St. near to right of parking lot","Mitt Mutt","Unpaved Surface",7623,"Q163-ZN05B","Q-14",100,"Rockaway Beach and Boardwalk","Parks","Rockaway Beach 05b",11693,"POINT (-73.81120473284128 40.584682317853854)"
"B",318,46,"Park Perimeter","B324","2018-02-28 05:00:00.0000000","","Mitt Mutt","Paved Surface",5647,"","B-18",63,"Jacob Joffe Fields","Parks","",11234,"POINT (-73.91967690108551 40.624604728721266)"
"B",315,46,"Park Perimeter","B308","2018-01-29 05:00:00.0000000","Across from CS on Coyle St","Mitt Mutt","Wrought Iron Fence",3243,"","B-15",61,"Yak Playground","","",11235,"POINT (-73.93567709206204 40.59245190643612)"
"",401,22,"Park Interior","QT20","2017-12-21 05:00:00.0000000","behind WIF facing 37th Street","Mitt Mutt","Unpaved Surface",3218,"","Q-01",114,"Seven Oaks","Parks","",11103,"POINT (-73.91224156214047 40.76980860395852)"
"R",502,50,"Park Interior","R013Group","2018-03-01 05:00:00.0000000","outside of archery field","Mitt Mutt","Chain Link Fence",2804,"R065-ZN08","R-02",121,"The Greenbelt","Parks","Willowbrook Park Recreational Area",10314,"POINT (-74.15714145912044 40.60286165781069)"
